,input,output,gold,prefix
302,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Some treatments incorporate a combination approach such as triple-combination cream (hydroquinone, tretinoin, and steroid).",Simplify sentence: 
303,"A similar pattern was seen for DBP: three trials found a reduction in DBP (reductions ranged from -12.2 mmHg (95% CI -15.8 to -8.7) to -4.43 mmHg (95% CI -7.14 to -1.72)) and three trials found no clear evidence of a difference, however again with wide CIs.","Three trials found similar effects of coagulation (reductions ranged from -1,2 mmHg to -4,43 mmHg) and three trials found no clear evidence of a difference in the incidence of coagulation (low-quality evidence).","Due to the small number of short-term studies and the variability between them, we were unable to determine conclusively whether or not tai chi was beneficial at reducing cardiovascular risk in healthy adults and adults at increased risk of CVD, although beneficial effects for CVD risk factors were seen in some studies.",Simplify sentence: 
304,"To assess interventions used in the management of all types of melasma: epidermal, dermal, and mixed.",The aim of this review was to assess the effect of interventions in the management of all types of melasm.,"In dermal melasma, there is increased skin pigment in the second deeper layer of the skin (the dermis).",Simplify sentence: 
305,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,Carotid artery dissection means a tear in the lining in one of the main blood vessels carrying blood to the brain.,Simplify sentence: 
306,"Thiospot was more effective than placebo (SMD -2.61, 95% CI -3.76 to -1.47).",Thiospot was more effective than placebo.,"Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
307,Three trials randomised participants to nitrous oxide pneumoperitoneum (100 participants) or carbon dioxide pneumoperitoneum (96 participants).,Three trials randomised participants to nitrous oxide pneumoperitoneum (100 participants) or carbon dioxide pneumoperitoneum (96 participants).,"We identified nine clinical trials with 519 participants, of which three trials (196 participants) compared nitrous oxide (laughing gas) with carbon dioxide, five trials (177 participants) compared helium with carbon dioxide, and one trial (146 participants) compared room air with carbon dioxide.",Simplify sentence: 
308,"The ulcers usually arise over a bony prominence, and are recognised as a common medical problem affecting people confined to a bed or wheelchair for long periods of time.","The ulcers usually become over a bony prominence, and become recognised as a common medical problem affecting people with long periods of time.",Pressure ulcers are a common medical problem amongst people confined to a bed or wheelchair for long periods of time.,Simplify sentence: 
309,"This review aimed to evaluate the benefits and harms of TLA, preparations, doses and administration as well as fibrin-sheath stripping, over-the-wire catheter exchange or any other intervention proposed for management of tunnelled CVC malfunction in patients with ESKD on HD.","This review aimed to evaluate the benefits and harms of TLA, preparations, doses and administration as well as fibrin-sheath stripping, over-the-wire catheter exchange or any other intervention proposed for treatment of tunnelled CVC dysfunction in patients with ESKD on HD.","We searched Cochrane Kidney and Transplant's Specialised Register up to 17 August 2017 and performed a systematic review of studies performed in patients with dysfunctional haemodialysis catheters and compared the success of thrombolytic agents, fibrin sheath stripping and line replacement.",Simplify sentence: 
310,We also included trials comparing different methods of box model training.,We also included trials comparing different methods of box model training.,The trials compared box model training versus no training (16 trials; 464 participants) or versus different types of box model training (14 trials; 382 participants) (some trials and participants were included in both comparisons as the trials compared different methods of box training versus no training).,Simplify sentence: 
311,"As an attempt to avoid possible detrimental effects on the oocytes from long exposure to sperm, the brief co-incubation insemination protocol was developed.","As an attempt to avoid possible detrimental effects on the oocytes from long exposure to sperm, the brief co-incubation insemination protocol was developed.",The brief co-incubation method used in IVF reduces the co-incubation time of oocytes and sperm to one to four hours.,Simplify sentence: 
312,"In June 2014, we searched the Cochrane Wounds Group Specialised Register; the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library); Ovid MEDLINE; Ovid MEDLINE (In-Process & Other Non-Indexed Citations); Ovid EMBASE; and EBSCO CINAHL.",We searched EBSCO CINAHL for studies involving a wide range of treatments.,We conducted a comprehensive search for studies on this topic.,Simplify sentence: 
313,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","A coronary artery disease (coronary artery disease), called coronary artery disease, is the most frequent cause of death in people with early stages of chronic kidney disease (CKD).","Although use of statins did not clearly reduce risks of kidney disease progression, they can be recommended to reduce risks of death and heart-related events in people with early stages of kidney disease.",Simplify sentence: 
314,We included randomized controlled trials comparing the vaginal contraceptive sponge (Today; Collatex) with any diaphragm used with nonoxynol-9 to prevent pregnancy.,"We found three randomized controlled trials (RCTs), involving 546 women.",This review compared how well these two methods work in preventing pregnancy.,Simplify sentence: 
315,Pain relief did not differ between Mm/r and MIR.,Pain relief did not differ between Mm/r and MIR.,There did not seem to be much difference between them.,Simplify sentence: 
316,The quality of studies evaluating melasma treatments was generally poor and available treatments inadequate.,The quality of the available studies was generally poor and available treatments were inadequate.,"Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
317,To determine the effectiveness of blunt needles compared to sharp needles for preventing percutaneous exposure incidents among surgical staff.,We wanted to find out whether blunt needles are effective in preventing percutaneous exposure events among surgical staff.,We reviewed the literature to evaluate the preventive effect of blunt needles compared to sharp needles on needle stick injuries among surgical staff.,Simplify sentence: 
318,"Our results suggest, but do not confirm, that a possible advantage of ultrasound guidance for the first attempt success rate over other techniques is more pronounced in infants and small children than in older children.","The results suggest, but do not confirm, that ultrasound guidance for the first attempt success rate over other techniques is more pronounced in infants and small children than in older children.",It is likely that ultrasound is more useful for infants and small children than for older children.,Simplify sentence: 
319,There were three serious adverse events (subcutaneous emphysema) related to helium pneumoperitoneum (three studies; 128 participants; very low quality of evidence).,There were three serious side effects related to helium pneumoperitoneum (subcutaneous emphysema) (low quality of evidence).,There were three serious side effects when helium was used.,Simplify sentence: 
320,The impacts of this decreased time on patients and healthcare funders in terms of improved outcomes or decreased costs are unknown.,"In terms of improved outcomes or decreased costs, the impact of this decreased time on patients and healthcare funders is unknown.",The impact of the improved surgical skills on patients or healthcare funders in terms of improved health or decreased costs is unknown.,Simplify sentence: 
321,"This trial compared oxandrolone (20 mg/day, administered orally) with a dose of placebo (an inactive substance consisting of 98% starch and 2% magnesium stearate) and reported data on complete healing of ulcers and adverse events.","In this trial, oxandrolone (20 mg/day, administered orally) was compared to placebo (an inactive substance consisting of 98% starch and 2% magnesium stearate) and reported data on complete healing of ulcers and adverse events.",This trial compared the effects of an anabolic steroid (oxandrolone capsules) with a placebo (dummy treatment containing no active medicine) on pressure ulcer healing in people with spinal cord injuries.,Simplify sentence: 
322,"Anabolic steroids are used as off-label drugs (drugs which are used without regulatory approval) and have been used as adjuvants to usual treatment with dressings, debridement, nutritional supplements, systemic antibiotics and antiseptics, which are considered to be supportive in healing of pressure ulcers.",Anabolic steroids are used for treating pressure ulcers which are usually used without regulatory approval (anabolic drugs) and are considered to be supportive in healing of pressure ulcers.,"They can be used as an alternative to, or alongside, conventional treatments for pressure ulcers.",Simplify sentence: 
323,"To compare, among patients treated with either anticoagulants or antiplatelet agents, the risk of ischaemic strokes and major bleeding episodes.",The aim of this review was to investigate the efficacy and safety of either anticoagulants or antiplatelet agents versus no anticoagulants to prevent ischaemic strokes or major bleeding.,There was no evidence that anticoagulants were better than aspirin.,Simplify sentence: 
324,"We searched the following electronic databases: the Cochrane Central Register of Controlled Trials (CENTRAL) (Issue 11, 2013); MEDLINE (Ovid) (1946 to November week 3, 2013); EMBASE Classic + EMBASE (Ovid) (1947 to 6 December 2013); Web of Science (Thomson Reuters) (1970 to 6 December 2013); PsycINFO (Ovid) (1806 to December week 1, 2013); Database of Abstracts of Reviews of Effects (DARE); Health Technology Assessment Database and Health Economics Evaluations Database (Issue 4, 2013).","We searched the databases for evidence on December 11, 2013.",We searched scientific databases for randomised controlled trials (clinical trials where people are allocated at random to one of two or more treatments) looking at the effects of tai chi on adults at high risk of developing CVD.,Simplify sentence: 
325,"Allergic-type reactions were more common with the sponge, although discontinuation for discomfort differed in the two trials.","Allergic-type reactions were more common with the sponge, although discontinuation for discomfort differed in the two trials.","However, discomfort caused about the same numbers of women to stop using their birth control method.",Simplify sentence: 
326,"In IVF procedures, oocytes and sperm are routinely co-incubated overnight, which may expose oocytes and zygotes to suboptimal culture conditions with increased reactive oxygen species (ROS) produced by sperm in this long term culture.","This procedure, known as IVF, can expose oocytes and sperm into suboptimal culture conditions with increased ROS produced by sperm in this long term culture.",Shortening the co-incubation time of oocytes and sperm may possibly improve IVF outcomes by reducing the detrimental effect of ROS on the zygotes and the quality of the embryos.,Simplify sentence: 
327,"Future trials should include outcomes such as complications, serious adverse events, quality of life, and pain.","The trials will include patients with serious adverse events, quality of life, and pain.","Thus, future well-designed trials examining complications, harms, quality of life, and pain are urgently needed.",Simplify sentence: 
328,"In people with acute ischaemic stroke, there was no significant difference between RIC and non-RIC for reducing stroke severity as assessed by the National Institutes of Health Stroke Scale score and the final infarct volume (standardised mean difference (SMD) -0.24 mL, 95% CI -1.02 to 0.54; 2 trials, 175 participants, very low quality evidence).","There was no significant difference between VC and non-CI for reducing stroke severity as assessed by the National Institutes of Health Stroke Scale score and the final infarct volume (within two trials, 175 people, very low quality evidence).",We found no significant differences in the size of the final stroke.,Simplify sentence: 
329,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,The rates were 24.5 for the sponge and 10.9 for the diaphragm.,"Of the diaphragm users, 11 became pregnant.",Simplify sentence: 
330,It is unlikely that future research will change this conclusion.,It is unlikely that future research will change this conclusion.,It is unlikely that future research will change this conclusion.,Simplify sentence: 
331,We analysed the effects of RIC on preventing and treating ischaemic stroke respectively.,We analysed the effects of randomized controlled trials (RCTs) on preventing and treating ischaemic stroke.,Studies have suggested that RIC may have beneficial effects for preventing and treating ischaemic stroke.,Simplify sentence: 
332,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library, 2016, Issue 9), Ovid MEDLINE (1950 to September 2016), Ovid Embase (1974 to September 2016), Science Citation Index Expanded (1970 to September 2016), Chinese Biomedical Literature Database (CBM) (1978 to September 2016), ClinicalTrials.gov (September 2016), and World Health Organization International Clinical Trials Registry Platform (September 2016).","We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Central Register of Controlled Trials (CENTRAL), Ovid MEDLINE (1950 to September 2016), Ovid Embase (1974 to September 2016), Science Citation Index Expanded (1970 to September 2016), Science Citation Index Exed (1970 to September 2016), Chinese Biomedical Literature Database (1978 to September 2016), ClinicalTrials.gov (September 2016), and World Health Organization International Clinical Trials Registry Platform (September 2016).",We searched for all relevant studies up to September 2016.,Simplify sentence: 
333,Interventions included: thrombolytic therapy versus placebo (1 study); low versus high dose thrombolytic therapy (1); alteplase versus urokinase (1); short versus long thrombolytic dwell (1); thrombolytic therapy versus percutaneous fibrin sheath stripping (1); fibrin sheath stripping versus over-the-wire catheter exchange (1); and over-the-wire catheter exchange versus exchange with and without angioplasty sheath disruption (1).,The intervention included thrombolytic therapy versus placebo (1 study); low versus high dose thrombolytic therapy; alteplase versus urokinase (1); short versus long thrombolytic dwell; thrombolytic therapy versus percutaneous fibrin sheath stripping; fibrin sheath stripping versus over-the-wire catheter exchange; and over-the-wire catheter exchange versus exchange with and without angioplasty sheath disruption (1).,Studies also compared drug dosages and methods of administration.,Simplify sentence: 
334,A total of 11 trials were included in this review.,A total of 11 trials were included in this review.,We found 11 studies.,Simplify sentence: 
335,Modified release versions of morphine were effective for 12- or 24-hour dosing depending on the formulation.,Modified release versions of morphine were effective for 12- or 24-hour dosing depending on the formulation and dosage.,"Modified release tablets are available that release morphine more slowly, so that they can be taken only twice a day or even only once a day.",Simplify sentence: 
336,"For the initial review, we searched the reference lists of relevant articles and book chapters.","For the initial review, we searched relevant reference lists of relevant articles and author chapters.","For the original review, we looked at reference lists and book chapters to find trials.",Simplify sentence: 
337,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","The risk of heart attack is similar to those of people with the most common cause of dying in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to those who have existing coronary artery disease.","Statins have some potential harmful effects on liver and muscle function, and some cancers.",Simplify sentence: 
338,"Smoking prevalence in Indigenous youth is twice that of the non-Indigenous population, with tobacco experimentation commencing at an early age.","Smoking prevalence in Indigenous youth is twice that of the non-Indigenous population, with tobacco experimentation beginning at an early age.",Young people remain at particular risk of taking up smoking.,Simplify sentence: 
339,A malaria vaccine is needed because of the heavy burden of mortality and morbidity due to this disease.,A malaria vaccine is needed because of the heavy burden of mortality and morbidity due to this disease.,Severe malaria causes unconsciousness and death.,Simplify sentence: 
340,"In two studies where tretinoin was compared to placebo, participants rated their melasma as significantly improved in one (RR 13, 95% CI 1.88 to 89.74) but not the other.",This trial (32 participants) rated tretinoin as significant improvement in one study but not in the other (additional melasma).,"Tretinoin was more effective at lightening melasma compared to placebo, as was the skin-whitening complex Thiospot.",Simplify sentence: 
341,"Thrombolysis, fibrin sheath disruption and over-the-wire catheter exchange are effective and appropriate therapies for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.",Blood clots and over-the-wire catheter exchange are effective and appropriate for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.,Physical disruption of a fibrin sheath may be equally effective as pharmaceutical thrombolytic agent for immediate management of catheter dysfunction.,Simplify sentence: 
342,High-quality randomised controlled trials on well-defined participants with long-term outcomes to determine the duration of response are needed.,Further high-quality randomised controlled trials are needed to determine the duration of response.,"For example, studies should have a minimum follow-up period of 6 months and should clearly categorise participant groups such as age, type of melasma, and duration of the condition at the start of the trial so that these differences can be considered when assessing results.",Simplify sentence: 
343,There is insufficient evidence to suggest any specific intervention is superior in terms of ensuring either dialysis adequacy or reduced risk of adverse events.,There is insufficient evidence to suggest any specific intervention is superior in terms of ensuring either dialysis adequacy or reduced risk of adverse events.,There is currently insufficient evidence favouring any technique in terms of either dialysis adequacy or reduced risk of adverse events.,Simplify sentence: 
344,"Pooled analyses for brain relaxation suggest lower risk of tense brain with propofol than with isoflurane (RR 0.88, 95% CI 0.67 to 1.17, low-quality evidence), but no difference when propofol is compared with sevoflurane.","Propofol was less effective than isoflurane for reducing tense brain at 24 hours, but it was not worse than sevoflurane.","Overall, we found that isoflurane is associated with slower awakening, but we have found no evidence of important differences between sevoflurane and propofol.",Simplify sentence: 
345,Larger RCTs of longer treatment duration and follow-up are needed.,Larger clinical trials are needed.,We need more large multicentre randomised controlled trials of commonly-used psychological therapies in older adolescents and adults with anorexia nervosa.,Simplify sentence: 
346,Most trials recruited fewer than 100 participants and did not provide appropriate data for meta-analysis.,Most trials recruited fewer than 100 participants and did not provide enough information for meta-analysis.,"The studies were often small, compared many different preparations, and used different study designs.",Simplify sentence: 
347,"The review also shows the wide range of study designs, and inconsistency in cross-over designs.","The review also shows the wide range of study designs, and inconsistency in cross-over designs.","The studies were often small, compared many different preparations, and used different study designs.",Simplify sentence: 
348,Most of the studies included in this review were judged to have a high risk of bias and were potentially influenced by pharmaceutical industry involvement.,Most of the studies included in this review were judged to have high risk of bias and were potentially influenced by pharmaceutical industry involvement.,The quality of evidence is limited by small study size and high risk of bias.,Simplify sentence: 
349,Stress and a sedentary lifestyle are major determinants of cardiovascular disease (CVD).,Stress and sedentary lifestyle are major determinants of cardiovascular disease (CVD).,"However, it is thought that CVD risk can be lowered by changing a number of modifiable behaviours including increasing levels of exercise, and relaxation to reduce stress levels, and both of these comprise tai chi.",Simplify sentence: 
350,In both studies by other objective measures tretinoin treatment significantly reduced the severity of melasma.,In both studies a tretinoin treatment reduced the severity of melasma and reduction of mortality by one-two compared with placebo.,"Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
351,This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.,"This might be due to the agent used, or possibly due to the fact that this is a much older study than the other two included studies.","Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.",Simplify sentence: 
352,"There was no significant difference between RIC and non-RIC for improving the psychological impairment (SMD -0.37 points, 95% CI -1.15 to 0.41; 1 trial, 26 participants, very low quality evidence) and the cognitive impairment (SMD -0.26 points; 95% CI -0.72 to 0.21; 3 trials, 79 participants, low-quality evidence) in people with acute ischaemic stroke and cerebral small vessel disease.","However, there was no significant difference between RC and non-RC for improving psychological impairment and cognitive impairment in individuals with acute ischaemic stroke and cerebral small vessel disease.","In people with acute ischaemic stroke and chronic blood vessel disease of the brain, RIC did not affect measures of nerve function, mood, or thinking ability.",Simplify sentence: 
353,"Such trials should assess the impacts of box model training on surgical skills in both the short and long term, as well as clinical outcomes when the trainee becomes competent to operate on patients.",Such trials should assess the impacts of box model training on surgical skills and clinical outcomes.,"The primary outcomes investigated in this review were time taken to perform task, error score, accuracy score, and a composite (total summed) performance score.",Simplify sentence: 
354,Laparoscopic surgery is now widely performed to treat various abdominal diseases.,Laparoscopic surgery is now widely performed to treat various abdominal diseases.,Laparoscopic (key hole) surgery is now widely performed to treat various abdominal diseases.,Simplify sentence: 
355,We included 20 studies with a total of 2125 participants covering 23 different treatments.,"The studies were carried out in 26 countries in Australia, New Zealand, South Africa, Europe, and Australia, and included 21 studies that covered 2125 patients with different treatments.",We included 20 studies with a total of 2125 participants covering 23 different treatments.,Simplify sentence: 
356,"In the larger USA trial, the 12-month cumulative life-table termination rates per 100 women for overall pregnancy were 17.4 for the sponge and 12.8 for the diaphragm.",All the trials looked at women for gestation between 2017.,"In a large USA trial, the sponge did not work as well as the diaphragm in preventing pregnancy.",Simplify sentence: 
357,High-quality randomised controlled trials on well-defined participants with long-term outcomes to determine the duration of response are needed.,High-quality randomised controlled trials should be included in this review.,"Triple-combination cream was significantly more effective at lightening melasma when compared to hydroquinone alone or to dual combinations such as tretinoin and hydroquinone, tretinoin and fluocinolone acetonide, or hydroquinone and fluocinolone acetonide.",Simplify sentence: 
358,"All randomised controlled trials of one or more individual outpatient psychological therapies for adults with anorexia nervosa, as defined by DSM-5 or similar international criteria.",We found five studies of individuals in adult treatment for anorexia nervosa.,We used search databases to ﬁnd randomised controlled studies of individual psychological therapy delivered in outpatient settings to older adolescents and adults with anorexia nervosa (completed up to July 16 2014).,Simplify sentence: 
359,"We reran the searches for all databases in March 2016, and when we update the review, we will deal with the two studies of interest found through this search that are awaiting classification.","We reran the searches for trials in March 2016 and when we update the review, we will deal with the two studies found through this search that are awaiting classification.",We reran the searches for all databases in March 2016 and found two studies that are awaiting classification.,Simplify sentence: 
360,"Catheter patency is poor following use of thrombolytic agents with studies reporting median catheter survival rates of 14 to 42 days and was reported to improve significantly by fibrin sheath stripping or catheter exchange (37 participants: MD -27.70 days, 95% CI -51.00 to -4.40).",coagulation of fibrin sheath stripping or catheter exchange,Catheter patency at two weeks is probably better following fibrin sheath stripping or catheter exchange compared to thrombolytic agent.,Simplify sentence: 
361,Further trials of the use of fibrates in populations with previous stroke and also against a background treatment with statins (standard of care) are required.,Further studies of fibrates in populations with previous strokes and also against a background treatment with statins are required.,"In other words, there is no good evidence to support the use of currently available fibrates in the prevention of future heart attacks, strokes, and circulatory disease death in people with existing circulatory disease.",Simplify sentence: 
362,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,We searched for randomised clinical trials (RCTs) that compared box model training versus no training in surgical trainees with no prior laparoscopic experience.,"If conducted well, they provide the most accurate answer.",Simplify sentence: 
363,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,The vaginal sponge was developed as an alternative to the diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic diaphragmatic daphragmatic diaphragmatic diaphragmatic Diaphragmatic diaphragmatic diaphragmatic,It helps to keep sperm from getting into the womb.,Simplify sentence: 
364,"Over past years, both intravenous and inhalational anaesthetic agents have been used, but the superiority of one agent over the other is a topic of ongoing debate.","Over past years, both intravenous and inhalational anaesthetic agents have been used in the management of epilepsy.","Injectable agents are delivered to the patient through the veins, whereas gases are delivered to the lungs through a tube placed in the windpipe.",Simplify sentence: 
365,The review did not provide a good estimate of the incidence of harms associated with loop diuretics because of the short duration of the trials and the lack of reporting of adverse effects in many of the trials.,"Although the review was of a high-quality nature, the studies did not provide enough data for a good estimate of the incidence of harms associated with loop diuretics.","Due to lack of reporting and the short duration of included trials, this review could not provide an estimate of the harms associated with loop diuretics.",Simplify sentence: 
366,There is no high quality evidence to support the use of anabolic steroids in treating pressure ulcers.,There is no high quality evidence to support the use of anabolic steroids in treating pressure ulcers.,The trial was ended early as the trial authors deemed that the interim results suggested that there was unlikely to be a benefit from treatment with oxandrolone.,Simplify sentence: 
367,"Adverse events associated with RIC were significantly higher in participants treated with RIC (RR 10.91; 95% CI 2.01 to 59.28; 3 trials, 371 participants, low-quality evidence), but no severe adverse event was attributable to RIC treatment.","Adverse events with vascular repair were greater in participants treated with vascular repair (RR 10.91; 95% CI 2.01 to 59,28; three trials; 371 participants, low-quality evidence).",Adverse events were significantly more common in the RIC group but were not reported to be severe.,Simplify sentence: 
368,"When comparing individual psychological therapies with each other, no specific treatment was consistently superior to any other specific approach.",There was no specific acupuncture treatment for these outcomes.,"With one exception, we found little difference between specific psychological therapies.",Simplify sentence: 
369,Two of the 10 trials included children.,Two of the 10 trials included children.,We used search databases to ﬁnd randomised controlled studies of individual psychological therapy delivered in outpatient settings to older adolescents and adults with anorexia nervosa (completed up to July 16 2014).,Simplify sentence: 
370,"Therefore, other gases have been introduced as alternatives to carbon dioxide for establishing pneumoperitoneum.",Otros such as carbon dioxide are used as alternative gases for establishing pneumoperitoneum.,"So, other gases have been suggested as alternatives to carbon dioxide.",Simplify sentence: 
371,"There were no randomised trials comparing either anticoagulants or antiplatelet drugs with control, thus there is no evidence to support their routine use for the treatment of extracranial internal carotid artery dissection.",There was no randomised controlled trial of either anticoagulants or antiplatelet drugs with control.,We found only poor quality non-randomised studies that compared anticoagulants with aspirin.,Simplify sentence: 
372,"Over past years, both intravenous and inhalational anaesthetic agents have been used, but the superiority of one agent over the other is a topic of ongoing debate.","Over past years, both intravenous and inhalational anaesthetics have been used, but the superiority of one agent over the other is a topic of ongoing debate.",Advantages of one over the other approach remain questionable.,Simplify sentence: 
373,There was no increase in adverse events with fibrates compared to control.,There was no decrease in adverse events.,There is currently no clear evidence for benefit of fibrates in such people.,Simplify sentence: 
374,All the 16 trials in this comparison used video trainers.,All the 16 trials used video trainers.,The trials compared box model training versus no training (16 trials; 464 participants) or versus different types of box model training (14 trials; 382 participants) (some trials and participants were included in both comparisons as the trials compared different methods of box training versus no training).,Simplify sentence: 
375,"There was insufficient evidence to determine the effects of nitrous oxide and carbon dioxide on cardiopulmonary complications (RR 2.00, 95% CI 0.38 to 10.43; two studies; 140 participants; very low quality of evidence), or surgical morbidity (RR 1.01, 95% CI 0.18 to 5.71; two studies; 143 participants; very low quality of evidence).","There was insufficient evidence for the findings of two studies (140 participants), or to determine the effects of nitrous oxide and carbon dioxide in reducing the time spent in labour (low quality of evidence).",We are uncertain as to whether there are differences in the number of people with heart or lung complications or surgical complications between nitrous oxide and carbon dioxide.,Simplify sentence: 
376,We included 15 RCTs with 1833 participants.,"We included 15 studies, with 1833 participants.",We found 15 eligible studies with 1833 participants.,Simplify sentence: 
377,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Hydroquinone, triple-combination creams, and fluocinolone acetonide, as well as less conventional therapies such as rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","tretinoin), and facial peels where an acid solution is used to remove outer layers of the skin (e.g.",Simplify sentence: 
378,High-quality randomised controlled trials on well-defined participants with long-term outcomes to determine the duration of response are needed.,High-quality randomised controlled trials on well-defined participants with long-term outcomes to determine the duration of response are needed.,"Addtionally, study outcomes should include participants' views in a standardised manner because they may perceive the degree of skin lightening differently to the trial investigators.",Simplify sentence: 
379,"One study reported a non-significant decrease in fever in the sclerotherapy group (60 participants: RR 0.25, 95% CI 0.06 to 1.08).",One study reported a decrease in fever in the sclerotherapy group.,"Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.",Simplify sentence: 
380,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,The vaginal sponge was developed as an alternative to the diaphragm.,The sponge contains a chemical to kill sperm.,Simplify sentence: 
381,Evidence from one trial of small sample size suggests that room air pneumoperitoneum may decrease hospital costs in people undergoing laparoscopic abdominal surgery.,Evidence from one trial of small sample size suggested that room air pneumoperitoneum may decrease hospital costs in people undergoing laparoscopic abdominal surgery.,Room air seemed to be associated with lower total hospital costs compared with carbon dioxide for insufflation of the abdominal cavity.,Simplify sentence: 
382,Orthognathic surgery (OS) is a term that refers to many elective surgical techniques to correct facial deformity; the associated malocclusion and functional disorders related to the stomatognathic system.,Orthognathic surgery (OS) is a term that refers to many elective surgical techniques to correct facial deformity.,Many people undergo surgery of the jaws each year to correct malformations.,Simplify sentence: 
383,Overall the evidence in this study was of very low quality (downgraded for imprecision and indirectness).,Overall the evidence in this study was of very low quality (downgraded for imprecision and indirectness).,"Overall, the evidence from this study was judged to be of very low quality.",Simplify sentence: 
384,"Compared with the control group, the box trainer group also had lower error score (3 trials; 69 participants; SMD -0.69; 95% CI -1.21 to -0.17), better accuracy score (3 trials; 73 participants; SMD 0.67; 95% CI 0.18 to 1.17), and better composite performance scores (SMD 0.65; 95% CI 0.42 to 0.88).","Compared with the control group, box trainer had lower error score (3 trials; 69 participants) and higher accuracy score (3 trials; 73 participants).","Box model training appears to decrease the time required to perform a laparoscopic task, improve the accuracy, decrease the errors, and improves the overall performance.",Simplify sentence: 
385,"This updated review includes 50 studies (45,285 participants); of these 38 (37,274 participants) were meta-analysed.","This review found 50 studies involving 45,285 participants.","We looked at 50 studies published before June 2012 concerning statin treatment in over 45,000 people with CKD who did not need dialysis treatment.",Simplify sentence: 
