pair_ID|pair_UID|sent_0_idx|sent_0|sent_1_idx|sent_1|aligning_method|ins|del|sub|ela|SB|tf-idf|Jaccard
ID-article0-1-13-3-0-0-2|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.12579664587974548|0.0|0.07692307692307693
ID-article0-1-13-3-0-0-3|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.2825068235397339|0.0|0.0
ID-article0-1-13-3-0-0-4|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3163643181324005|0.0|0.058823529411764705
ID-article0-1-13-3-0-0-5|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.2849881947040558|0.0|0.027777777777777776
ID-article0-1-13-3-0-0-6|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.21743863821029663|0.0|0.05128205128205128
ID-article0-1-13-3-0-0-7|UID|article0-1-13-3|It is important that the RCTs have sufficiently large sample size and long follow-up period.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.2543720602989197|0.053318653|0.10869565217391304
ID-article0-1-13-4-0-0-0|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.07903759926557541|0.0|0.03333333333333333
ID-article0-1-13-4-0-0-1|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.2663946747779846|0.17363845|0.02702702702702703
ID-article0-1-13-4-0-0-2|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.46880102157592773|0.0|0.0
ID-article0-1-13-4-0-0-3|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.3180322051048279|0.0|0.037037037037037035
ID-article0-1-13-4-0-0-4|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.42634066939353943|0.0|0.09090909090909091
ID-article0-1-13-4-0-0-5|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.43474018573760986|0.0|0.027777777777777776
ID-article0-1-13-4-0-0-6|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.3230835795402527|0.03163908|0.1388888888888889
ID-article0-1-13-4-0-0-7|UID|article0-1-13-4|Studies should evaluate clinical outcomes such as pain, recurrence, satisfaction, complications and cure using validated instruments.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.387750506401062|0.0|0.0851063829787234
ID-article0-1-13-5-0-0-0|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.06439252942800522|0.0|0.05405405405405406
ID-article0-1-13-5-0-0-1|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.08555683493614197|0.0|0.09523809523809523
ID-article0-1-13-5-0-0-2|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.37989342212677|0.000670973|0.09090909090909091
ID-article0-1-13-5-0-0-3|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.37706807255744934|0.0014137483|0.02857142857142857
ID-article0-1-13-5-0-0-4|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.4168449342250824|0.0|0.1891891891891892
ID-article0-1-13-5-0-0-5|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.2804609537124634|0.0|0.07142857142857142
ID-article0-1-13-5-0-0-6|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.15688523650169373|0.0|0.11363636363636363
ID-article0-1-13-5-0-0-7|UID|article0-1-13-5|The protocols for all studies should be registered in clinical trial registries and the reports of these studies should conform with international guidelines of trial reporting such as CONSORT.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.3687375485897064|0.0010660728|0.1346153846153846
ID-article0-1-13-6-0-0-0|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|-0.01921730488538742|0.0|0.0
ID-article0-1-13-6-0-0-1|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.12291155755519867|0.0|0.03571428571428571
ID-article0-1-13-6-0-0-2|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.375041127204895|0.0|0.0
ID-article0-1-13-6-0-0-3|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.3414924740791321|0.0013036933|0.05555555555555555
ID-article0-1-13-6-0-0-4|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.30330485105514526|0.0|0.125
ID-article0-1-13-6-0-0-5|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.25107356905937195|0.0|0.0
ID-article0-1-13-6-0-0-6|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.258383572101593|0.0|0.03225806451612903
ID-article0-1-13-6-0-0-7|UID|article0-1-13-6|Cost-effectiveness studies should also be undertaken.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.29419296979904175|0.0009830832|0.05
